department_id,department_name,date_key,fiscal_year,fiscal_period,budget_category,monthly_budget,actual_spend,committed_amount,funding_source,last_updated_date,budget_variance,budget_utilization_pct,budget_variance_pct,is_over_budget
1,Finance & Accounting,20240601,2024,12,Professional Services,71888.64,66129.31,3786.88,Operating Fund,2025-06-30,5759.33,91.99,8.01,False
1,Finance & Accounting,20230701,2024,1,Systems,41132.16,38224.79,3085.88,Operating Fund,2025-06-30,2907.37,92.93,7.07,False
1,Finance & Accounting,20230801,2024,2,Systems,43355.52,38563.51,1691.37,Operating Fund,2025-06-30,4792.01,88.95,11.05,False
1,Finance & Accounting,20230901,2024,3,Systems,44467.2,39675.99,2946.0,Operating Fund,2025-06-30,4791.21,89.23,10.77,False
1,Finance & Accounting,20231001,2024,4,Systems,45023.04,41287.16,1046.93,Operating Fund,2025-06-30,3735.88,91.7,8.3,False
1,Finance & Accounting,20231101,2024,5,Systems,46134.72,44798.69,3288.47,Operating Fund,2025-06-30,1336.03,97.1,2.9,False
1,Finance & Accounting,20231201,2024,6,Systems,48358.08,42266.28,2847.16,Operating Fund,2025-06-30,6091.8,87.4,12.6,False
1,Finance & Accounting,20240101,2024,7,Systems,43911.36,41798.43,2645.57,Operating Fund,2025-06-30,2112.93,95.19,4.81,False
1,Finance & Accounting,20240201,2024,8,Systems,45023.04,43587.21,1065.35,Operating Fund,2025-06-30,1435.83,96.81,3.19,False
1,Finance & Accounting,20240301,2024,9,Systems,46690.56,43229.04,3993.55,Operating Fund,2025-06-30,3461.52,92.59,7.41,False
1,Finance & Accounting,20240401,2024,10,Systems,47802.24,42476.26,1283.64,Operating Fund,2025-06-30,5325.98,88.86,11.14,False
1,Finance & Accounting,20240501,2024,11,Systems,50025.6,43719.73,3697.93,Operating Fund,2025-06-30,6305.87,87.39,12.61,False
1,Finance & Accounting,20240601,2024,12,Systems,53916.48,48966.51,4336.92,Operating Fund,2025-06-30,4949.97,90.82,9.18,False
1,Finance & Accounting,20230701,2024,1,Training,34276.8,29392.24,2356.29,Operating Fund,2025-06-30,4884.56,85.75,14.25,False
1,Finance & Accounting,20230801,2024,2,Training,36129.6,32026.38,850.85,Operating Fund,2025-06-30,4103.22,88.64,11.36,False
1,Finance & Accounting,20230901,2024,3,Training,37056.0,34910.77,1984.21,Operating Fund,2025-06-30,2145.23,94.21,5.79,False
1,Finance & Accounting,20231001,2024,4,Training,37519.2,32679.24,2881.16,Operating Fund,2025-06-30,4839.96,87.1,12.9,False
1,Finance & Accounting,20231101,2024,5,Training,38445.6,35448.17,1990.73,Operating Fund,2025-06-30,2997.43,92.2,7.8,False
1,Finance & Accounting,20231201,2024,6,Training,40298.4,39345.3,3496.92,Operating Fund,2025-06-30,953.1,97.63,2.37,False
1,Finance & Accounting,20240101,2024,7,Training,36592.8,33680.01,1427.91,Operating Fund,2025-06-30,2912.79,92.04,7.96,False
1,Finance & Accounting,20240201,2024,8,Training,37519.2,34704.63,1611.96,Operating Fund,2025-06-30,2814.57,92.5,7.5,False
1,Finance & Accounting,20240301,2024,9,Training,38908.8,36612.4,1501.18,Operating Fund,2025-06-30,2296.4,94.1,5.9,False
1,Finance & Accounting,20240401,2024,10,Training,39835.2,36466.3,2281.12,Operating Fund,2025-06-30,3368.9,91.54,8.46,False
1,Finance & Accounting,20240501,2024,11,Training,41688.0,37486.69,1696.76,Operating Fund,2025-06-30,4201.31,89.92,10.08,False
1,Finance & Accounting,20240601,2024,12,Training,44930.4,41075.88,1605.29,Operating Fund,2025-06-30,3854.52,91.42,8.58,False
1,Finance & Accounting,20240701,2025,1,Personnel,220224.0,201762.58,13175.46,Operating Fund,2025-06-30,18461.42,91.62,8.38,False
1,Finance & Accounting,20240801,2025,2,Personnel,232128.0,230268.45,13027.29,Operating Fund,2025-06-30,1859.55,99.2,0.8,False
1,Finance & Accounting,20240901,2025,3,Personnel,238080.0,218383.0,20880.87,Operating Fund,2025-06-30,19697.0,91.73,8.27,False
1,Finance & Accounting,20241001,2025,4,Personnel,241056.0,216252.58,11370.54,Operating Fund,2025-06-30,24803.42,89.71,10.29,False
1,Finance & Accounting,20241101,2025,5,Personnel,247008.0,234467.74,16967.68,Operating Fund,2025-06-30,12540.26,94.92,5.08,False
1,Finance & Accounting,20241201,2025,6,Personnel,258912.0,250457.68,15546.51,Operating Fund,2025-06-30,8454.32,96.73,3.27,False
1,Finance & Accounting,20250101,2025,7,Personnel,235104.0,222110.65,6793.07,Operating Fund,2025-06-30,12993.35,94.47,5.53,False
1,Finance & Accounting,20250201,2025,8,Personnel,241056.0,228700.12,20174.87,Operating Fund,2025-06-30,12355.88,94.87,5.13,False
1,Finance & Accounting,20250301,2025,9,Personnel,249984.0,239238.9,17160.05,Operating Fund,2025-06-30,10745.1,95.7,4.3,False
1,Finance & Accounting,20250401,2025,10,Personnel,255936.0,238041.51,10187.14,Operating Fund,2025-06-30,17894.49,93.01,6.99,False
1,Finance & Accounting,20250501,2025,11,Personnel,267840.0,254529.17,10482.6,Operating Fund,2025-06-30,13310.83,95.03,4.97,False
1,Finance & Accounting,20250601,2025,12,Personnel,288672.0,263227.63,17558.52,Operating Fund,2025-06-30,25444.37,91.19,8.81,False
1,Finance & Accounting,20240701,2025,1,Professional Services,56832.0,51308.94,4160.33,Operating Fund,2025-06-30,5523.06,90.28,9.72,False
1,Finance & Accounting,20240801,2025,2,Professional Services,59904.0,54368.56,5296.31,Operating Fund,2025-06-30,5535.44,90.76,9.24,False
1,Finance & Accounting,20240901,2025,3,Professional Services,61440.0,58986.18,4179.29,Operating Fund,2025-06-30,2453.82,96.01,3.99,False
1,Finance & Accounting,20241001,2025,4,Professional Services,62208.0,59274.43,3827.29,Operating Fund,2025-06-30,2933.57,95.28,4.72,False
1,Finance & Accounting,20241101,2025,5,Professional Services,63744.0,60704.34,4171.29,Operating Fund,2025-06-30,3039.66,95.23,4.77,False
1,Finance & Accounting,20241201,2025,6,Professional Services,66816.0,63284.66,2929.79,Operating Fund,2025-06-30,3531.34,94.71,5.29,False
1,Finance & Accounting,20250101,2025,7,Professional Services,60672.0,59429.23,1970.69,Operating Fund,2025-06-30,1242.77,97.95,2.05,False
1,Finance & Accounting,20250201,2025,8,Professional Services,62208.0,57089.22,3962.1,Operating Fund,2025-06-30,5118.78,91.77,8.23,False
1,Finance & Accounting,20250301,2025,9,Professional Services,64512.0,60911.94,3649.83,Operating Fund,2025-06-30,3600.06,94.42,5.58,False
1,Finance & Accounting,20250401,2025,10,Professional Services,66048.0,61157.63,1545.6,Operating Fund,2025-06-30,4890.37,92.6,7.4,False
1,Finance & Accounting,20250501,2025,11,Professional Services,69120.0,64017.84,4683.67,Operating Fund,2025-06-30,5102.16,92.62,7.38,False
1,Finance & Accounting,20250601,2025,12,Professional Services,74496.0,71387.01,6207.58,Operating Fund,2025-06-30,3108.99,95.83,4.17,False
1,Finance & Accounting,20240701,2025,1,Systems,42624.0,41325.67,2264.34,Operating Fund,2025-06-30,1298.33,96.95,3.05,False
1,Finance & Accounting,20240801,2025,2,Systems,44928.0,43815.65,3713.19,Operating Fund,2025-06-30,1112.35,97.52,2.48,False
1,Finance & Accounting,20240901,2025,3,Systems,46080.0,41489.56,3042.43,Operating Fund,2025-06-30,4590.44,90.04,9.96,False
1,Finance & Accounting,20241001,2025,4,Systems,46656.0,42967.0,1337.91,Operating Fund,2025-06-30,3689.0,92.09,7.91,False
1,Finance & Accounting,20241101,2025,5,Systems,47808.0,43939.63,1392.64,Operating Fund,2025-06-30,3868.37,91.91,8.09,False
1,Finance & Accounting,20241201,2025,6,Systems,50112.0,47662.22,3011.62,Operating Fund,2025-06-30,2449.78,95.11,4.89,False
1,Finance & Accounting,20250101,2025,7,Systems,45504.0,42473.88,2706.5,Operating Fund,2025-06-30,3030.12,93.34,6.66,False
1,Finance & Accounting,20250201,2025,8,Systems,46656.0,42639.01,1427.06,Operating Fund,2025-06-30,4016.99,91.39,8.61,False
1,Finance & Accounting,20250301,2025,9,Systems,48384.0,44290.62,2376.44,Operating Fund,2025-06-30,4093.38,91.54,8.46,False
1,Finance & Accounting,20250401,2025,10,Systems,49536.0,47308.82,1983.9,Operating Fund,2025-06-30,2227.18,95.5,4.5,False
1,Finance & Accounting,20250501,2025,11,Systems,51840.0,51166.99,2991.45,Operating Fund,2025-06-30,673.01,98.7,1.3,False
1,Finance & Accounting,20250601,2025,12,Systems,55872.0,52360.95,4891.82,Operating Fund,2025-06-30,3511.05,93.72,6.28,False
1,Finance & Accounting,20240701,2025,1,Training,35520.0,33852.38,2280.95,Operating Fund,2025-06-30,1667.62,95.31,4.69,False
1,Finance & Accounting,20240801,2025,2,Training,37440.0,36370.34,1206.06,Operating Fund,2025-06-30,1069.66,97.14,2.86,False
1,Finance & Accounting,20240901,2025,3,Training,38400.0,36351.85,1115.04,Operating Fund,2025-06-30,2048.15,94.67,5.33,False
1,Finance & Accounting,20241001,2025,4,Training,38880.0,36931.82,2962.05,Operating Fund,2025-06-30,1948.18,94.99,5.01,False
1,Finance & Accounting,20241101,2025,5,Training,39840.0,35884.19,3508.78,Operating Fund,2025-06-30,3955.81,90.07,9.93,False
1,Finance & Accounting,20241201,2025,6,Training,41760.0,40194.89,2461.9,Operating Fund,2025-06-30,1565.11,96.25,3.75,False
1,Finance & Accounting,20250101,2025,7,Training,37920.0,37285.26,1404.06,Operating Fund,2025-06-30,634.74,98.33,1.67,False
1,Finance & Accounting,20250201,2025,8,Training,38880.0,34442.01,1213.39,Operating Fund,2025-06-30,4437.99,88.59,11.41,False
1,Finance & Accounting,20250301,2025,9,Training,40320.0,37544.37,925.07,Operating Fund,2025-06-30,2775.63,93.12,6.88,False
1,Finance & Accounting,20250401,2025,10,Training,41280.0,37575.9,2991.49,Operating Fund,2025-06-30,3704.1,91.03,8.97,False
1,Finance & Accounting,20250501,2025,11,Training,43200.0,42064.5,2755.19,Operating Fund,2025-06-30,1135.5,97.37,2.63,False
1,Finance & Accounting,20250601,2025,12,Training,46560.0,42702.49,2114.3,Operating Fund,2025-06-30,3857.51,91.71,8.29,False
2,Human Resources,20230701,2024,1,Personnel,172669.38,150766.88,4721.38,Operating Fund,2025-06-30,21902.5,87.32,12.68,False
2,Human Resources,20230801,2024,2,Personnel,182002.86,162763.88,3652.28,Operating Fund,2025-06-30,19238.98,89.43,10.57,False
2,Human Resources,20230901,2024,3,Personnel,186669.6,174632.27,11409.75,Operating Fund,2025-06-30,12037.33,93.55,6.45,False
2,Human Resources,20231001,2024,4,Personnel,189002.97,168502.18,5601.37,Operating Fund,2025-06-30,20500.79,89.15,10.85,False
2,Human Resources,20231101,2024,5,Personnel,193669.71,182745.59,13009.48,Operating Fund,2025-06-30,10924.12,94.36,5.64,False
2,Human Resources,20231201,2024,6,Personnel,203003.19,174660.55,7582.4,Operating Fund,2025-06-30,28342.64,86.04,13.96,False
2,Human Resources,20240101,2024,7,Personnel,184336.23,164857.25,15273.04,Operating Fund,2025-06-30,19478.98,89.43,10.57,False
2,Human Resources,20240201,2024,8,Personnel,189002.97,168939.39,9429.59,Operating Fund,2025-06-30,20063.58,89.38,10.62,False
2,Human Resources,20240301,2024,9,Personnel,196003.08,178827.02,15414.98,Operating Fund,2025-06-30,17176.06,91.24,8.76,False
2,Human Resources,20240401,2024,10,Personnel,200669.82,183165.48,8525.25,Operating Fund,2025-06-30,17504.34,91.28,8.72,False
2,Human Resources,20240501,2024,11,Personnel,210003.3,198807.78,7374.29,Operating Fund,2025-06-30,11195.52,94.67,5.33,False
2,Human Resources,20240601,2024,12,Personnel,226336.89,203031.58,13725.87,Operating Fund,2025-06-30,23305.31,89.7,10.3,False
2,Human Resources,20230701,2024,1,Recruiting,44559.84,38722.0,3763.82,Operating Fund,2025-06-30,5837.84,86.9,13.1,False
2,Human Resources,20230801,2024,2,Recruiting,46968.48,46453.88,2332.23,Operating Fund,2025-06-30,514.6,98.9,1.1,False
2,Human Resources,20230901,2024,3,Recruiting,48172.8,41946.08,1915.48,Operating Fund,2025-06-30,6226.72,87.07,12.93,False
2,Human Resources,20231001,2024,4,Recruiting,48774.96,46710.7,1176.34,Operating Fund,2025-06-30,2064.26,95.77,4.23,False
2,Human Resources,20231101,2024,5,Recruiting,49979.28,45334.79,3426.77,Operating Fund,2025-06-30,4644.49,90.71,9.29,False
2,Human Resources,20231201,2024,6,Recruiting,52387.92,47263.13,1582.17,Operating Fund,2025-06-30,5124.79,90.22,9.78,False
2,Human Resources,20240101,2024,7,Recruiting,47570.64,44363.77,3180.02,Operating Fund,2025-06-30,3206.87,93.26,6.74,False
2,Human Resources,20240201,2024,8,Recruiting,48774.96,43381.56,3704.04,Operating Fund,2025-06-30,5393.4,88.94,11.06,False
2,Human Resources,20240301,2024,9,Recruiting,50581.44,44115.74,2831.62,Operating Fund,2025-06-30,6465.7,87.22,12.78,False
2,Human Resources,20240401,2024,10,Recruiting,51785.76,45351.24,2542.4,Operating Fund,2025-06-30,6434.52,87.57,12.43,False
2,Human Resources,20240501,2024,11,Recruiting,54194.4,49860.99,1773.75,Operating Fund,2025-06-30,4333.41,92.0,8.0,False
2,Human Resources,20240601,2024,12,Recruiting,58409.52,51450.92,2799.8,Operating Fund,2025-06-30,6958.6,88.09,11.91,False
2,Human Resources,20230701,2024,1,Benefits Administration,33419.88,29438.54,2352.97,Operating Fund,2025-06-30,3981.34,88.09,11.91,False
2,Human Resources,20230801,2024,2,Benefits Administration,35226.36,32129.78,2890.31,Operating Fund,2025-06-30,3096.58,91.21,8.79,False
2,Human Resources,20230901,2024,3,Benefits Administration,36129.6,32045.07,2171.06,Operating Fund,2025-06-30,4084.53,88.69,11.31,False
2,Human Resources,20231001,2024,4,Benefits Administration,36581.22,33950.16,2053.35,Operating Fund,2025-06-30,2631.06,92.81,7.19,False
2,Human Resources,20231101,2024,5,Benefits Administration,37484.46,34108.92,2231.01,Operating Fund,2025-06-30,3375.54,90.99,9.01,False
2,Human Resources,20231201,2024,6,Benefits Administration,39290.94,36359.78,1001.93,Operating Fund,2025-06-30,2931.16,92.54,7.46,False
2,Human Resources,20240101,2024,7,Benefits Administration,35677.98,33599.14,2373.12,Operating Fund,2025-06-30,2078.84,94.17,5.83,False
2,Human Resources,20240201,2024,8,Benefits Administration,36581.22,32557.76,3058.14,Operating Fund,2025-06-30,4023.46,89.0,11.0,False
2,Human Resources,20240301,2024,9,Benefits Administration,37936.08,33657.55,1800.39,Operating Fund,2025-06-30,4278.53,88.72,11.28,False
2,Human Resources,20240401,2024,10,Benefits Administration,38839.32,36211.22,1544.95,Operating Fund,2025-06-30,2628.1,93.23,6.77,False
2,Human Resources,20240501,2024,11,Benefits Administration,40645.8,36041.19,3553.22,Operating Fund,2025-06-30,4604.61,88.67,11.33,False
2,Human Resources,20240601,2024,12,Benefits Administration,43807.14,38616.98,3508.89,Operating Fund,2025-06-30,5190.16,88.15,11.85,False
2,Human Resources,20230701,2024,1,Training,27849.9,24915.9,1264.42,Operating Fund,2025-06-30,2934.0,89.46,10.54,False
2,Human Resources,20230801,2024,2,Training,29355.3,25461.01,657.36,Operating Fund,2025-06-30,3894.29,86.73,13.27,False
2,Human Resources,20230901,2024,3,Training,30108.0,28842.86,1477.65,Operating Fund,2025-06-30,1265.14,95.8,4.2,False
2,Human Resources,20231001,2024,4,Training,30484.35,26953.1,2372.76,Operating Fund,2025-06-30,3531.25,88.42,11.58,False
2,Human Resources,20231101,2024,5,Training,31237.05,29323.47,974.25,Operating Fund,2025-06-30,1913.58,93.87,6.13,False
2,Human Resources,20231201,2024,6,Training,32742.45,29969.98,981.84,Operating Fund,2025-06-30,2772.47,91.53,8.47,False
2,Human Resources,20240101,2024,7,Training,29731.65,27324.37,1933.01,Operating Fund,2025-06-30,2407.28,91.9,8.1,False
2,Human Resources,20240201,2024,8,Training,30484.35,27039.24,1250.53,Operating Fund,2025-06-30,3445.11,88.7,11.3,False
2,Human Resources,20240301,2024,9,Training,31613.4,27651.01,1115.24,Operating Fund,2025-06-30,3962.39,87.47,12.53,False
2,Human Resources,20240401,2024,10,Training,32366.1,29061.63,711.55,Operating Fund,2025-06-30,3304.47,89.79,10.21,False
2,Human Resources,20240501,2024,11,Training,33871.5,31251.22,1527.89,Operating Fund,2025-06-30,2620.28,92.26,7.74,False
2,Human Resources,20240601,2024,12,Training,36505.95,32802.95,1209.91,Operating Fund,2025-06-30,3703.0,89.86,10.14,False
2,Human Resources,20240701,2025,1,Personnel,178932.0,163550.42,12480.96,Operating Fund,2025-06-30,15381.58,91.4,8.6,False
2,Human Resources,20240801,2025,2,Personnel,188604.0,176701.56,15440.21,Operating Fund,2025-06-30,11902.44,93.69,6.31,False
2,Human Resources,20240901,2025,3,Personnel,193440.0,183604.87,15614.23,Operating Fund,2025-06-30,9835.13,94.92,5.08,False
2,Human Resources,20241001,2025,4,Personnel,195858.0,176390.31,17382.45,Operating Fund,2025-06-30,19467.69,90.06,9.94,False
2,Human Resources,20241101,2025,5,Personnel,200694.0,199023.36,14828.0,Operating Fund,2025-06-30,1670.64,99.17,0.83,False
2,Human Resources,20241201,2025,6,Personnel,210366.0,189682.67,15807.48,Operating Fund,2025-06-30,20683.33,90.17,9.83,False
2,Human Resources,20250101,2025,7,Personnel,191022.0,167224.81,11686.74,Operating Fund,2025-06-30,23797.19,87.54,12.46,False
2,Human Resources,20250201,2025,8,Personnel,195858.0,183713.03,17347.34,Operating Fund,2025-06-30,12144.97,93.8,6.2,False
2,Human Resources,20250301,2025,9,Personnel,203112.0,198406.42,8824.6,Operating Fund,2025-06-30,4705.58,97.68,2.32,False
2,Human Resources,20250401,2025,10,Personnel,207948.0,186917.74,7678.7,Operating Fund,2025-06-30,21030.26,89.89,10.11,False
2,Human Resources,20250501,2025,11,Personnel,217620.0,204567.08,14147.26,Operating Fund,2025-06-30,13052.92,94.0,6.0,False
2,Human Resources,20250601,2025,12,Personnel,234546.0,218957.73,19643.11,Operating Fund,2025-06-30,15588.27,93.35,6.65,False
2,Human Resources,20240701,2025,1,Recruiting,46176.0,46578.58,1712.83,Operating Fund,2025-06-30,-402.58,100.87,-0.87,True
2,Human Resources,20240801,2025,2,Recruiting,48672.0,44870.94,3245.6,Operating Fund,2025-06-30,3801.06,92.19,7.81,False
2,Human Resources,20240901,2025,3,Recruiting,49920.0,45356.79,2126.04,Operating Fund,2025-06-30,4563.21,90.86,9.14,False
2,Human Resources,20241001,2025,4,Recruiting,50544.0,47310.77,4141.93,Operating Fund,2025-06-30,3233.23,93.6,6.4,False
2,Human Resources,20241101,2025,5,Recruiting,51792.0,45197.87,2600.24,Operating Fund,2025-06-30,6594.13,87.27,12.73,False
2,Human Resources,20241201,2025,6,Recruiting,54288.0,50313.04,3257.63,Operating Fund,2025-06-30,3974.96,92.68,7.32,False
2,Human Resources,20250101,2025,7,Recruiting,49296.0,44583.98,2204.33,Operating Fund,2025-06-30,4712.02,90.44,9.56,False
2,Human Resources,20250201,2025,8,Recruiting,50544.0,47165.37,3202.2,Operating Fund,2025-06-30,3378.63,93.32,6.68,False
2,Human Resources,20250301,2025,9,Recruiting,52416.0,51223.19,2116.34,Operating Fund,2025-06-30,1192.81,97.72,2.28,False
2,Human Resources,20250401,2025,10,Recruiting,53664.0,50944.49,1667.91,Operating Fund,2025-06-30,2719.51,94.93,5.07,False
2,Human Resources,20250501,2025,11,Recruiting,56160.0,46428.57,2781.06,Operating Fund,2025-06-30,9731.43,82.67,17.33,False
2,Human Resources,20250601,2025,12,Recruiting,60528.0,60346.42,4311.49,Operating Fund,2025-06-30,181.58,99.7,0.3,False
2,Human Resources,20240701,2025,1,Benefits Administration,34632.0,31727.55,3104.59,Operating Fund,2025-06-30,2904.45,91.61,8.39,False
2,Human Resources,20240801,2025,2,Benefits Administration,36504.0,34601.27,1572.05,Operating Fund,2025-06-30,1902.73,94.79,5.21,False
2,Human Resources,20240901,2025,3,Benefits Administration,37440.0,32815.97,767.17,Operating Fund,2025-06-30,4624.03,87.65,12.35,False
2,Human Resources,20241001,2025,4,Benefits Administration,37908.0,35799.83,3011.05,Operating Fund,2025-06-30,2108.17,94.44,5.56,False
2,Human Resources,20241101,2025,5,Benefits Administration,38844.0,37719.94,1726.0,Operating Fund,2025-06-30,1124.06,97.11,2.89,False
2,Human Resources,20241201,2025,6,Benefits Administration,40716.0,36769.46,2231.32,Operating Fund,2025-06-30,3946.54,90.31,9.69,False
2,Human Resources,20250101,2025,7,Benefits Administration,36972.0,34700.83,1909.06,Operating Fund,2025-06-30,2271.17,93.86,6.14,False
2,Human Resources,20250201,2025,8,Benefits Administration,37908.0,34073.31,1124.45,Operating Fund,2025-06-30,3834.69,89.88,10.12,False
2,Human Resources,20250301,2025,9,Benefits Administration,39312.0,37743.73,2516.47,Operating Fund,2025-06-30,1568.27,96.01,3.99,False
2,Human Resources,20250401,2025,10,Benefits Administration,40248.0,37779.29,1932.12,Operating Fund,2025-06-30,2468.71,93.87,6.13,False
2,Human Resources,20250501,2025,11,Benefits Administration,42120.0,38746.97,1041.18,Operating Fund,2025-06-30,3373.03,91.99,8.01,False
2,Human Resources,20250601,2025,12,Benefits Administration,45396.0,42761.84,1978.7,Operating Fund,2025-06-30,2634.16,94.2,5.8,False
2,Human Resources,20240701,2025,1,Training,28860.0,27395.99,912.42,Operating Fund,2025-06-30,1464.01,94.93,5.07,False
2,Human Resources,20240801,2025,2,Training,30420.0,29338.24,699.21,Operating Fund,2025-06-30,1081.76,96.44,3.56,False
2,Human Resources,20240901,2025,3,Training,31200.0,29739.26,2687.68,Operating Fund,2025-06-30,1460.74,95.32,4.68,False
2,Human Resources,20241001,2025,4,Training,31590.0,29577.35,2211.61,Operating Fund,2025-06-30,2012.65,93.63,6.37,False
2,Human Resources,20241101,2025,5,Training,32370.0,29496.38,889.59,Operating Fund,2025-06-30,2873.62,91.12,8.88,False
2,Human Resources,20241201,2025,6,Training,33930.0,32614.08,1220.23,Operating Fund,2025-06-30,1315.92,96.12,3.88,False
2,Human Resources,20250101,2025,7,Training,30810.0,28959.3,1544.87,Operating Fund,2025-06-30,1850.7,93.99,6.01,False
2,Human Resources,20250201,2025,8,Training,31590.0,27825.71,962.02,Operating Fund,2025-06-30,3764.29,88.08,11.92,False
2,Human Resources,20250301,2025,9,Training,32760.0,29550.3,1388.84,Operating Fund,2025-06-30,3209.7,90.2,9.8,False
2,Human Resources,20250401,2025,10,Training,33540.0,31941.99,1221.02,Operating Fund,2025-06-30,1598.01,95.24,4.76,False
2,Human Resources,20250501,2025,11,Training,35100.0,31856.2,1397.37,Operating Fund,2025-06-30,3243.8,90.76,9.24,False
2,Human Resources,20250601,2025,12,Training,37830.0,34405.19,2361.73,Operating Fund,2025-06-30,3424.81,90.95,9.05,False
3,Facilities Management,20230701,2024,1,Personnel,380758.12,334471.45,14310.98,Operating Fund,2025-06-30,46286.67,87.84,12.16,False
3,Facilities Management,20230801,2024,2,Personnel,401339.64,370202.72,16259.95,Operating Fund,2025-06-30,31136.92,92.24,7.76,False
3,Facilities Management,20230901,2024,3,Personnel,411630.4,408923.44,32091.18,Operating Fund,2025-06-30,2706.96,99.34,0.66,False
3,Facilities Management,20231001,2024,4,Personnel,416775.78,368510.67,21229.4,Operating Fund,2025-06-30,48265.11,88.42,11.58,False
3,Facilities Management,20231101,2024,5,Personnel,427066.54,387998.11,28819.06,Operating Fund,2025-06-30,39068.43,90.85,9.15,False
3,Facilities Management,20231201,2024,6,Personnel,447648.06,417003.52,17842.14,Operating Fund,2025-06-30,30644.54,93.15,6.85,False
3,Facilities Management,20240101,2024,7,Personnel,406485.02,378201.32,35051.11,Operating Fund,2025-06-30,28283.7,93.04,6.96,False
3,Facilities Management,20240201,2024,8,Personnel,416775.78,372239.2,23334.35,Operating Fund,2025-06-30,44536.58,89.31,10.69,False
3,Facilities Management,20240301,2024,9,Personnel,432211.92,407373.07,38892.91,Operating Fund,2025-06-30,24838.85,94.25,5.75,False
3,Facilities Management,20240401,2024,10,Personnel,442502.68,431542.28,8921.22,Operating Fund,2025-06-30,10960.4,97.52,2.48,False
3,Facilities Management,20240501,2024,11,Personnel,463084.2,450011.81,21767.38,Operating Fund,2025-06-30,13072.39,97.18,2.82,False
3,Facilities Management,20240601,2024,12,Personnel,499101.86,484452.7,20891.55,Operating Fund,2025-06-30,14649.16,97.06,2.94,False
